MSSIM;SSIM;VIF;VSNR;VIFP;NQM;UQI;PSNR-HVS;XYZ;IFC;PSNR-HVS-M;PSNRY;PSNR;MSE;SNR;WSNR;LINLAB;DCTUNE;MOS;MOS-STD;
0.9925;0.9961;0.8355; 44.8023 ;0.5206; 35.2196 ;0.8327; 34.85940 ;-2.65700 ; 7.79300 ; 40.15790 ; 31.76070 ; 27.13340 ;-125.81730 ; 22.70030 ; 37.17780 ;-375.70000 ;-11.04460 ; 6.38890 ; 0.8282 ;
0.9859;0.9933;0.7549; 39.1876 ;0.4243; 31.5500 ;0.7364; 31.54320 ;-3.74130 ; 6.30160 ; 35.74750 ; 28.89290 ; 24.28000 ;-242.70592 ; 19.82400 ; 33.38200 ;-541.10000 ;-17.29820 ; 5.88570 ; 0.7630 ;
0.9742;0.9869;0.6534; 33.5603 ;0.3376; 27.5761 ;0.6069; 28.25930 ;-5.17610 ; 4.90590 ; 31.48060 ; 26.16520 ; 21.58300 ;-451.62748 ; 17.09290 ; 29.54200 ;-785.10000 ;-26.81390 ; 5.48570 ; 0.7111 ;
0.9825;0.9907;0.8297; 45.6381 ;0.5227; 38.1422 ;0.645; 38.87880 ;-1.22370 ; 5.28470 ; 43.82080 ; 35.03890 ; 30.18830 ;-62.26591 ; 25.99700 ; 41.20290 ;-279.30000 ;-6.02040 ; 6.47220 ; 0.8390 ;
0.9537;0.9748;0.6614; 39.8172 ;0.3877; 32.9934 ;0.4866; 33.84970 ;-2.84730 ; 3.60090 ; 37.87860 ; 30.14620 ; 25.29450 ;-192.14556 ; 21.07940 ; 35.53630 ;-493.20000 ;-13.47340 ; 5.61110 ; 0.7274 ;
0.8924;0.9287;0.4649; 33.3468 ;0.2793; 26.8912 ;0.3308; 28.63370 ;-5.80720 ; 2.31840 ; 31.74310 ; 25.34120 ; 20.53530 ;-574.84447 ; 16.26680 ; 29.37270 ;-886.90000 ;-31.59920 ; 4.80560 ; 0.6229 ;
0.7792;0.8077;0.2868; 25.6611 ;0.1868; 20.0752 ;0.1991; 22.97780 ;-11.68620 ; 1.37260 ; 25.12600 ; 20.57520 ; 15.87000 ;-1.682.98545 ; 11.49850 ; 22.32390 ;-1.734.30000 ;-71.75390 ; 3.69440 ; 0.4789 ;
0.963;0.9604;0.6506; 31.0548 ;0.5405; 34.0312 ;0.6827; 32.61920 ;-5.61490 ; 3.66860 ; 35.73190 ; 32.66820 ; 28.03720 ;-102.17870 ; 23.59090 ; 36.87760 ;-373.50000 ;-18.86860 ; 4.68570 ; 0.6074 ;
0.9296;0.9243;0.5248; 27.8689 ;0.4153; 30.5063 ;0.5475; 29.36010 ;-8.02030 ; 2.69080 ; 32.08840 ; 29.52450 ; 24.89630 ;-210.59612 ; 20.44650 ; 32.96680 ;-543.40000 ;-25.78080 ; 4.26470 ; 0.5528 ;
0.8771;0.8629;0.399; 24.5549 ;0.3110; 26.8663 ;0.424; 26.24330 ;-11.45390 ; 1.95270 ; 28.64490 ; 26.51570 ; 21.92610 ;-417.32112 ; 17.43850 ; 28.80100 ;-810.00000 ;-36.47580 ; 3.82860 ; 0.4963 ;
0.8037;0.7722;0.2927; 21.4319 ;0.2302; 22.6867 ;0.3153; 22.97340 ;-15.21510 ; 1.39920 ; 24.91490 ; 23.49250 ; 18.91260 ;-835.25746 ; 14.41620 ; 24.23100 ;-1.213.80000 ;-54.12420 ; 3.36110 ; 0.4357 ;
0.9627;0.9616;0.6526; 36.2974 ;0.5515; 26.2159 ;0.6909; 31.20360 ;-4.71100 ; 3.67640 ; 32.46490 ; 34.29280 ; 29.82970 ;-67.62548 ; 25.21740 ; 28.73220 ;-1.002.70000 ;-21.95510 ; 4.11430 ; 0.5333 ;
0.953;0.9509;0.5527; 34.5777 ;0.4700; 24.7965 ;0.6316; 30.30230 ;-6.90850 ; 3.00690 ; 31.72610 ; 33.22580 ; 27.73670 ;-109.49905 ; 24.13110 ; 28.50570 ;-492.70000 ;-34.58200 ; 3.97140 ; 0.5148 ;
0.9125;0.9058;0.4712; 28.9841 ;0.3986; 19.9108 ;0.5215; 25.71420 ;-10.52260 ; 2.44010 ; 26.73580 ; 29.04220 ; 24.23150 ;-245.43153 ; 19.89410 ; 23.26400 ;-835.10000 ;-53.28380 ; 3.13890 ; 0.4069 ;
0.8375;0.8294;0.3877; 23.1730 ;0.3357; 14.5242 ;0.4502; 20.63790 ;-17.10750 ; 1.95570 ; 21.25020 ; 24.44180 ; 20.33750 ;-601.63121 ; 15.30960 ; 17.30310 ;-2.185.80000 ;-83.33550 ; 2.69440 ; 0.3493 ;
0.9946;0.9946;0.763; 40.4757 ;0.6498; 34.2059 ;0.8881; 33.35980 ;-1.42490 ; 8.39300 ; 36.37290 ; 35.68470 ; 34.30600 ;-24.12572 ; 26.64410 ; 36.50500 ;-220.50000 ;-9.17310 ; 6.13890 ; 0.7958 ;
0.9835;0.9831;0.5639; 33.7446 ;0.5024; 28.8390 ;0.7703; 28.44750 ;-2.69180 ; 5.34640 ; 30.60160 ; 31.82490 ; 30.43670 ;-58.80447 ; 22.76540 ; 31.12520 ;-392.80000 ;-16.22580 ; 5.11760 ; 0.6634 ;
0.9573;0.9465;0.3345; 27.9072 ;0.3746; 23.2728 ;0.6332; 24.21170 ;-3.96730 ; 2.81800 ; 25.58120 ; 28.81630 ; 27.41670 ;-117.87192 ; 19.74610 ; 25.81880 ;-700.20000 ;-27.33500 ; 4.47220 ; 0.5797 ;
0.9087;0.8731;0.1594; 23.5630 ;0.2576; 17.6428 ;0.4913; 20.66520 ;-5.54960 ; 1.19060 ; 21.49220 ; 26.02800 ; 24.62460 ;-224.19213 ; 16.95450 ; 20.70670 ;-1.171.20000 ;-46.00710 ; 3.68570 ; 0.4778 ;
0.9804;0.978;0.5241; 39.1630 ;0.5255; 32.9776 ;0.7062; 34.45610 ;-1.90580 ; 3.21970 ; 37.45960 ; 36.49860 ; 34.13590 ;-25.08940 ; 27.46100 ; 35.85800 ;-403.00000 ;-11.04950 ; 5.85710 ; 0.7593 ;
0.9631;0.9559;0.375; 34.3375 ;0.4252; 27.5913 ;0.6092; 30.50400 ;-3.33670 ; 2.20620 ; 32.56460 ; 33.41760 ; 31.31260 ;-48.06405 ; 24.35490 ; 30.43570 ;-721.60000 ;-24.92650 ; 5.17140 ; 0.6704 ;
0.9287;0.9107;0.2344; 28.4676 ;0.3197; 20.7392 ;0.4862; 25.41900 ;-5.74230 ; 1.36520 ; 26.51100 ; 29.21540 ; 27.48440 ;-116.04872 ; 20.14010 ; 23.39460 ;-1.386.70000 ;-62.75240 ; 3.91180 ; 0.5071 ;
0.8499;0.8149;0.1339; 21.0895 ;0.2173; 13.0972 ;0.3359; 18.34440 ;-11.88980 ; 0.77140 ; 18.67850 ; 22.63120 ; 21.00420 ;-516.01266 ; 13.55330 ; 14.55650 ;-2.903.70000 ;-161.45140 ; 2.42860 ; 0.3148 ;
0.9889;0.9902;0.7117; 43.3141 ;0.5497; 39.4509 ;0.7625; 38.69110 ;-1.90040 ; 4.35490 ; 44.68980 ; 36.61140 ; 33.67790 ;-27.87985 ; 27.58430 ; 43.47600 ;-198.20000 ;-5.73140 ; 6.28570 ; 0.8148 ;
0.9722;0.9695;0.458; 36.6204 ;0.4318; 33.2315 ;0.646; 33.02310 ;-3.47030 ; 2.41210 ; 36.74940 ; 33.62600 ; 30.73560 ;-54.89343 ; 24.57110 ; 36.64080 ;-323.70000 ;-10.55740 ; 5.11430 ; 0.6630 ;
0.9183;0.8958;0.2234; 29.9624 ;0.2748; 24.9624 ;0.4349; 27.18210 ;-7.68950 ; 1.10110 ; 29.07680 ; 30.38170 ; 27.08320 ;-127.28006 ; 21.32860 ; 28.59160 ;-662.40000 ;-27.20640 ; 3.50000 ; 0.4537 ;
0.8477;0.8093;0.1365; 25.8627 ;0.1889; 19.4087 ;0.2999; 23.54350 ;-13.20310 ; 0.66090 ; 24.65460 ; 27.69150 ; 23.39240 ;-297.74218 ; 18.64220 ; 23.19770 ;-1.139.50000 ;-48.35050 ; 1.88240 ; 0.2440 ;
0.9566;0.9431;0.2919; 34.0704 ;0.3620; 30.4758 ;0.5785; 29.81110 ;-3.61120 ; 1.58280 ; 32.44810 ; 32.20930 ; 30.06050 ;-64.12544 ; 23.15140 ; 33.44860 ;-378.80000 ;-15.91500 ; 4.72220 ; 0.6121 ;
0.9019;0.8705;0.137; 27.5224 ;0.2427; 23.5608 ;0.4228; 25.23390 ;-6.13530 ; 0.76660 ; 26.80090 ; 29.32260 ; 27.06700 ;-127.75572 ; 20.25480 ; 26.70790 ;-704.30000 ;-31.78440 ; 3.00000 ; 0.3889 ;
0.8028;0.7687;0.0589; 22.4753 ;0.1439; 16.3386 ;0.2793; 21.05280 ;-9.05600 ; 0.36680 ; 21.91860 ; 26.09170 ; 24.02240 ;-257.53743 ; 17.01680 ; 20.36950 ;-1.308.40000 ;-61.98090 ; 1.88890 ; 0.2449 ;
0.7062;0.6968;0.0312; 18.6383 ;0.1033; 11.3998 ;0.1993; 17.93350 ;-14.33700 ; 0.23050 ; 18.43130 ; 23.12950 ; 20.91520 ;-526.69641 ; 14.05320 ; 15.75420 ;-2.348.80000 ;-117.66060 ; 0.34290 ; 0.0444 ;
0.965;0.9486;0.7157; 30.1290 ;0.6845; 25.5142 ;0.7396; 27.14400 ;-3.40820 ; 6.94260 ; 28.26710 ; 31.54430 ; 29.88340 ;-66.79445 ; 22.48310 ; 28.86090 ;-664.00000 ;-23.65270 ; 5.65710 ; 0.7333 ;
0.9216;0.9091;0.3186; 26.7544 ;0.3039; 31.5729 ;0.4842; 25.66270 ;-4.49090 ; 1.84370 ; 27.95050 ; 27.94840 ; 26.56110 ;-143.53915 ; 18.87760 ; 32.74130 ;-641.70000 ;-40.86640 ; 4.31430 ; 0.5593 ;
0.8889;0.8492;0.3081; 22.8476 ;0.3143; 17.9714 ;0.5674; 20.19950 ;-7.83410 ; 2.00980 ; 20.80270 ; 26.16660 ; 24.04570 ;-256.15944 ; 17.09240 ; 21.65600 ;-1.525.60000 ;-58.94910 ; 3.27780 ; 0.4249 ;
0.7618;0.6931;0.105; 18.5480 ;0.1395; 14.3038 ;0.2722; 16.92200 ;-10.06110 ; 0.66210 ; 17.55670 ; 22.96470 ; 21.34610 ;-476.94726 ; 13.88890 ; 18.28040 ;-1.902.80000 ;-92.51010 ; 2.57140 ; 0.3333 ;
0.9113;0.8856;0.4679; 31.3706 ;0.3943; 29.7816 ;0.5486; 28.63600 ;-3.44940 ; 2.49850 ; 30.41380 ; 32.08030 ; 29.98170 ;-65.29958 ; 23.02060 ; 32.73540 ;-373.80000 ;-21.21140 ; 4.22860 ; 0.5482 ;
0.8684;0.7941;0.4151; 25.3125 ;0.3523; 31.2626 ;0.4884; 24.35330 ;-5.22440 ; 2.30260 ; 25.73430 ; 28.69560 ; 27.04590 ;-128.37793 ; 19.62490 ; 30.26980 ;-550.60000 ;-39.46390 ; 3.47220 ; 0.4501 ;
0.7399;0.657;0.3303; 21.4097 ;0.2435; 16.2046 ;0.417; 20.16580 ;-7.23960 ; 1.69350 ; 20.99860 ; 25.46030 ; 23.97640 ;-260.27974 ; 16.38620 ; 20.66230 ;-1.400.90000 ;-68.61250 ; 2.83330 ; 0.3673 ;
0.5453;0.4144;0.1396; 17.7738 ;0.1254; 12.4231 ;0.2375; 17.43460 ;-12.37470 ; 0.66060 ; 18.25710 ; 22.57460 ; 21.09380 ;-505.47579 ; 13.49960 ; 17.09710 ;-1.391.10000 ;-87.90050 ; 1.61110 ; 0.2088 ;
0.9918;0.9893;0.7943; 33.6734 ;0.8538; 32.0763 ;0.9723; 30.97450 ;-1.47730 ; 54.11340 ; 32.89480 ; 34.24620 ; 32.83990 ;-33.81352 ; 25.17230 ; 33.87080 ;-364.90000 ;-18.12230 ; 6.25710 ; 0.8111 ;
0.9768;0.9679;0.6735; 27.9429 ;0.7695; 24.6280 ;0.9415; 26.59940 ;-3.16400 ; 45.27690 ; 27.85560 ; 31.16520 ; 29.73050 ;-69.18793 ; 22.08900 ; 27.75890 ;-571.40000 ;-47.97250 ; 6.25000 ; 0.8102 ;
0.965;0.9541;0.607; 27.0136 ;0.7099; 22.7635 ;0.915; 25.33510 ;-3.53760 ; 36.93830 ; 26.39400 ; 30.14770 ; 28.75690 ;-86.57457 ; 21.07190 ; 25.98210 ;-662.30000 ;-48.85090 ; 5.05880 ; 0.6558 ;
0.9402;0.9295;0.5393; 25.3452 ;0.6466; 19.0482 ;0.8714; 23.46260 ;-4.79300 ; 30.23460 ; 24.28880 ; 28.43110 ; 26.97630 ;-130.45189 ; 19.35460 ; 22.72790 ;-993.60000 ;-57.47510 ; 3.97060 ; 0.5147 ;
0.8869;0.9093;0.7416; 18.4047 ;0.7827; 11.9021 ;0.8933; 19.72460 ;-7.98540 ; 54.66520 ; 19.98110 ; 24.63820 ; 23.25110 ;-307.58869 ; 15.56100 ; 16.41810 ;-1.976.50000 ;-194.85340 ; 3.37140 ; 0.4370 ;
0.9235;0.9453;0.8399; 17.3577 ;0.8726; 12.4720 ;0.9423; 20.69010 ;-7.81290 ; 63.20610 ; 20.89150 ; 25.46500 ; 23.99520 ;-259.15546 ; 16.37840 ; 17.14180 ;-1.760.30000 ;-218.86600 ; 3.67650 ; 0.4766 ;
0.9522;0.9698;0.9124; 15.5740 ;0.9352; 12.3500 ;0.9705; 21.17470 ;-6.89610 ; 68.25600 ; 21.33370 ; 25.78940 ; 24.06700 ;-254.90618 ; 16.71920 ; 17.36980 ;-1.747.50000 ;-269.48770 ; 4.48570 ; 0.5815 ;
0.9754;0.9856;0.9613; 17.4637 ;0.9714; 14.2517 ;0.9848; 23.30480 ;-6.18780 ; 71.54110 ; 23.42820 ; 27.93010 ; 25.03560 ;-203.94843 ; 18.83940 ; 19.39200 ;-1.917.60000 ;-197.03450 ; 4.50000 ; 0.5833 ;
0.9983;0.9887;0.9855; 38.9148 ;0.9855; 31.0762 ;0.951; 25.74420 ;-4.25990 ; 64.16840 ; 25.77130 ; 29.87170 ; 28.39330 ;-94.13483 ; 20.79050 ; 20.96870 ;-752.00000 ;-56.08480 ; 6.25000 ; 0.8102 ;
0.9856;0.9472;0.932; 41.8287 ;0.9300; 27.9571 ;0.9108; 19.56740 ;-9.37020 ; 46.18770 ; 19.57650 ; 23.70120 ; 22.31320 ;-381.73358 ; 14.62580 ; 14.80300 ;-1.927.20000 ;-89.78760 ; 5.52780 ; 0.7166 ;
0.9889;0.9399;0.9475; 26.3230 ;0.9532; 21.3175 ;0.8653; 16.22710 ;-12.13670 ; 60.11700 ; 16.24330 ; 20.36320 ; 18.96730 ;-824.80324 ; 11.28600 ; 11.46500 ;-2.256.30000 ;-168.24910 ; 5.77780 ; 0.7490 ;
0.9126;0.799;1; 32.2203 ;0.7231; 19.0263 ;0.6824; 14.04730 ;-17.38140 ; 22.07810 ; 14.06060 ; 18.18980 ; 16.79950 ;-1.358.72123 ; 9.11120 ; 9.29900 ;-3.564.30000 ;-155.68430 ; 4.38240 ; 0.5681 ;
0.9896;0.9834;1; 29.9696 ;10.026; 21.3054 ;0.8952; 28.07890 ;-7.21140 ; 15.65300 ; 28.61260 ; 32.40860 ; 29.08540 ;-80.26762 ; 23.34240 ; 23.92710 ;-1.017.40000 ;-47.61080 ; 6.50000 ; 0.8426 ;
0.9736;0.9699;0.8203; 23.0673 ;0.8472; 13.6809 ;0.9255; 20.77220 ;-8.35830 ; 17.86200 ; 20.95750 ; 25.07000 ; 23.52460 ;-288.81541 ; 15.99850 ; 16.32790 ;-3.365.70000 ;-88.75090 ; 5.44440 ; 0.7058 ;
0.9607;0.942;0.9936; 23.5680 ;0.9617; 16.4308 ;0.8156; 22.20700 ;-14.20290 ; 12.36870 ; 22.60690 ; 26.54660 ; 23.44420 ;-294.21199 ; 17.46750 ; 18.08240 ;-1.717.60000 ;-81.22280 ; 6.52780 ; 0.8462 ;
0.8754;0.8866;0.6077; 18.4147 ;0.6553; 7.8908 ;0.7492; 14.80100 ;-16.53860 ; 15.96660 ; 14.91190 ; 19.10090 ; 17.53910 ;-1.145.96238 ; 10.02600 ; 10.35570 ;-5.910.80000 ;-177.41560 ; 4.22220 ; 0.5473 ;
0.9711;0.9736;0.6848; 31.1430 ;0.4918; 26.2903 ;0.6833; 34.82000 ;-1.27150 ; 3.89780 ; 38.55820 ; 34.85270 ; 30.08170 ;-63.81318 ; 27.41560 ; 41.40400 ;-280.70000 ;-5.63230 ; 5.48390 ; 0.7109 ;
0.9461;0.9499;0.5669; 27.2951 ;0.3946; 24.1051 ;0.5915; 31.77400 ;-2.19050 ; 3.02790 ; 35.00420 ; 31.82560 ; 27.00970 ;-129.45248 ; 24.36940 ; 38.38920 ;-403.30000 ;-8.04590 ; 5.54840 ; 0.7192 ;
0.9051;0.9074;0.4486; 23.8219 ;0.3077; 21.6112 ;0.4902; 28.78580 ;-3.38340 ; 2.30130 ; 31.63310 ; 28.81830 ; 24.01550 ;-257.94693 ; 21.35420 ; 35.34260 ;-579.70000 ;-11.28990 ; 4.67740 ; 0.6063 ;
0.8423;0.8344;0.3414; 20.3845 ;0.2318; 18.9802 ;0.3849; 25.74910 ;-5.05590 ; 1.70830 ; 28.29540 ; 25.78700 ; 20.98950 ;-517.76222 ; 18.32090 ; 32.23350 ;-850.20000 ;-16.14690 ; 4.23330 ; 0.5488 ;
0.9923;0.9919;0.8742; 39.0787 ;0.6962; 30.2692 ;0.8335; 40.73430 ;-0.85810 ; 6.14670 ; 45.74900 ; 40.77320 ; 30.25210 ;-61.35788 ; 33.43460 ; 47.34680 ;-193.40000 ;-2.79020 ; 6.09680 ; 0.7903 ;
0.9848;0.9856;0.7902; 34.8799 ;0.5921; 28.0287 ;0.764; 37.72770 ;-1.68660 ; 4.92520 ; 42.02860 ; 37.77590 ; 27.19350 ;-124.08816 ; 30.37300 ; 44.17930 ;-281.60000 ;-4.01510 ; 5.96670 ; 0.7735 ;
0.9709;0.9733;0.6817; 31.0258 ;0.4891; 26.1513 ;0.6822; 34.75860 ;-2.88370 ; 3.87900 ; 38.45440 ; 34.81140 ; 24.18890 ;-247.85082 ; 27.37160 ; 41.16830 ;-409.30000 ;-5.68840 ; 5.24140 ; 0.6794 ;
0.9463;0.9497;0.5633; 27.3082 ;0.3920; 23.4980 ;0.5894; 31.73670 ;-4.74250 ; 3.00640 ; 34.95330 ; 31.79890 ; 21.16150 ;-497.65728 ; 24.34540 ; 37.98480 ;-613.60000 ;-8.02560 ; 4.83870 ; 0.6272 ;
0.9313;0.906;0.512; 23.4399 ;0.4697; 19.3528 ;0.6911; 29.99630 ;-3.25940 ; 2.69620 ; 31.72090 ; 34.86560 ; 30.08200 ;-63.80877 ; 27.43020 ; 33.29300 ;-543.50000 ;-11.51820 ; 4.64520 ; 0.6022 ;
0.8732;0.8293;0.3918; 19.9834 ;0.3556; 16.3524 ;0.5951; 26.86720 ;-5.09840 ; 1.98820 ; 28.30870 ; 31.77310 ; 26.99710 ;-129.82860 ; 24.31820 ; 30.07070 ;-791.00000 ;-16.59530 ; 3.93330 ; 0.5099 ;
0.7944;0.7239;0.2994; 16.8861 ;0.2641; 13.6914 ;0.4989; 23.94300 ;-7.36150 ; 1.48770 ; 25.24090 ; 28.84220 ; 24.01430 ;-258.01821 ; 21.38290 ; 27.24480 ;-1.100.60000 ;-22.83730 ; 3.48390 ; 0.4516 ;
0.6783;0.5808;0.2131; 13.5372 ;0.1839; 10.3799 ;0.3929; 20.83130 ;-10.78690 ; 1.04600 ; 22.02400 ; 25.72490 ; 20.96170 ;-521.08715 ; 18.25850 ; 24.03930 ;-1.583.70000 ;-33.06600 ; 3.00000 ; 0.3889 ;
0.9956;0.9974;0.9058; 40.4814 ;0.5822; 34.0045 ;0.9053; 39.88720 ;-0.97760 ; 9.38390 ; 51.41690 ; 34.73890 ; 30.10950 ;-63.40600 ; 27.30070 ; 53.41590 ;-140.40000 ;-4.11190 ; 6.19350 ; 0.8029 ;
0.9916;0.9962;0.8465; 37.3423 ;0.4833; 31.3614 ;0.8374; 36.83780 ;-1.64650 ; 7.84300 ; 46.37990 ; 31.68790 ; 27.05940 ;-127.97949 ; 24.23240 ; 49.62600 ;-223.20000 ;-5.87310 ; 5.33330 ; 0.6914 ;
0.9841;0.9938;0.7657; 33.1261 ;0.3899; 27.8719 ;0.7319; 33.73580 ;-2.59490 ; 6.38180 ; 41.29010 ; 28.69020 ; 24.07990 ;-254.15014 ; 21.22660 ; 45.05830 ;-370.80000 ;-8.45190 ; 5.10000 ; 0.6611 ;
0.9711;0.9887;0.6645; 28.6690 ;0.3087; 23.8196 ;0.5904; 30.62460 ;-3.95180 ; 5.04010 ; 36.46190 ; 25.81790 ; 21.21970 ;-491.03264 ; 18.34990 ; 39.79220 ;-623.80000 ;-12.39270 ; 4.53330 ; 0.5876 ;
0.9823;0.9905;0.8301; 36.9298 ;0.4971; 29.6245 ;0.6819; 39.28230 ;-0.69480 ; 5.49260 ; 46.00950 ; 34.79860 ; 30.00830 ;-64.90085 ; 27.36210 ; 47.06170 ;-196.80000 ;-3.11800 ; 6.26670 ; 0.8123 ;
0.9529;0.9741;0.6631; 30.2102 ;0.3540; 26.1589 ;0.5249; 34.34630 ;-1.87400 ; 3.75600 ; 39.94180 ; 29.82480 ; 25.01080 ;-205.11639 ; 22.36370 ; 41.92030 ;-367.70000 ;-5.55440 ; 5.45160 ; 0.7067 ;
0.8878;0.9259;0.4669; 24.0090 ;0.2434; 22.2087 ;0.3515; 29.29770 ;-4.02460 ; 2.42260 ; 33.93610 ; 24.80090 ; 19.98400 ;-652.65003 ; 17.33320 ; 36.55280 ;-740.30000 ;-9.95990 ; 4.58060 ; 0.5938 ;
0.7654;0.7999;0.286; 17.9822 ;0.1569; 17.0857 ;0.1948; 24.06570 ;-8.46880 ; 1.42370 ; 27.86160 ; 19.75480 ; 14.94740 ;-2.081.32720 ; 12.28420 ; 30.36700 ;-1.711.20000 ;-18.30430 ; 3.61290 ; 0.4683 ;
0.9746;0.9736;0.6868; 27.0533 ;0.6040; 25.3061 ;0.7971; 33.62730 ;-1.64230 ; 4.92630 ; 36.73850 ; 33.70830 ; 30.10170 ;-63.51998 ; 26.23630 ; 40.06080 ;-316.00000 ;-9.60560 ; 5.06670 ; 0.6568 ;
0.956;0.9515;0.5623; 24.8594 ;0.4537; 23.0425 ;0.6728; 30.94860 ;-2.54950 ; 3.14340 ; 33.87150 ; 31.00670 ; 27.26630 ;-122.02543 ; 23.53530 ; 37.10380 ;-432.20000 ;-11.43770 ; 4.70970 ; 0.6105 ;
0.9167;0.9075;0.4249; 21.3624 ;0.3150; 19.9277 ;0.522; 27.79150 ;-4.02980 ; 2.20280 ; 30.45770 ; 27.88670 ; 24.18900 ;-247.84511 ; 20.41520 ; 33.40950 ;-646.60000 ;-15.16160 ; 4.16670 ; 0.5401 ;
0.8494;0.8321;0.3101; 17.9497 ;0.2158; 16.8661 ;0.3788; 24.75590 ;-6.03710 ; 1.55430 ; 27.10220 ; 24.95490 ; 21.22750 ;-490.15153 ; 17.48380 ; 29.60530 ;-958.10000 ;-20.40480 ; 3.90000 ; 0.5056 ;
0.9578;0.9563;0.6063; 27.2410 ;0.4949; 17.9863 ;0.7239; 32.09010 ;-3.58680 ; 3.44610 ; 33.96870 ; 34.75330 ; 30.28690 ;-60.86819 ; 27.26690 ; 32.95750 ;-644.70000 ;-10.10260 ; 4.54840 ; 0.5896 ;
0.9156;0.9139;0.4613; 22.5698 ;0.3711; 13.2704 ;0.5782; 28.01490 ;-5.30840 ; 2.48350 ; 29.33780 ; 31.13830 ; 27.14630 ;-125.44413 ; 23.73970 ; 28.07080 ;-947.60000 ;-16.97410 ; 4.09680 ; 0.5311 ;
0.8584;0.861;0.4044; 18.2317 ;0.3226; 9.5658 ;0.4891; 23.91220 ;-8.31700 ; 2.09220 ; 24.86450 ; 27.31970 ; 23.79040 ;-271.66917 ; 19.88740 ; 23.21410 ;-1.529.70000 ;-28.74150 ; 3.73330 ; 0.4839 ;
0.792;0.793;0.2671; 15.3411 ;0.2166; 6.7339 ;0.3444; 21.17940 ;-13.54010 ; 1.41840 ; 21.76040 ; 24.93820 ; 21.23190 ;-489.65519 ; 17.51420 ; 19.69380 ;-2.312.10000 ;-44.08400 ; 2.96770 ; 0.3847 ;
0.9918;0.9924;0.7457; 31.0807 ;0.6185; 23.8449 ;0.892; 33.65210 ;-0.98220 ; 8.28700 ; 36.83500 ; 35.28170 ; 34.00340 ;-25.86666 ; 27.84380 ; 38.50000 ;-180.00000 ;-8.75590 ; 5.45160 ; 0.7067 ;
0.9738;0.9749;0.5361; 24.7341 ;0.4556; 19.4841 ;0.754; 28.98140 ;-2.06890 ; 5.24250 ; 31.13520 ; 31.51220 ; 30.23320 ;-61.62549 ; 24.05740 ; 33.30620 ;-302.10000 ;-15.06210 ; 4.16130 ; 0.5394 ;
0.9344;0.923;0.2958; 19.9064 ;0.3230; 14.9685 ;0.5874; 25.37850 ;-3.20460 ; 2.71520 ; 26.77980 ; 29.06610 ; 27.79650 ;-108.00164 ; 21.60410 ; 28.48840 ;-476.80000 ;-23.54350 ; 3.40000 ; 0.4407 ;
0.8721;0.8324;0.1196; 16.6912 ;0.2031; 10.4325 ;0.4193; 22.71800 ;-4.18060 ; 1.00920 ; 23.61000 ; 27.20730 ; 25.94480 ;-165.42470 ; 19.74180 ; 24.10680 ;-719.40000 ;-35.02680 ; 2.70000 ; 0.3500 ;
0.9743;0.9695;0.4925; 28.8935 ;0.4804; 24.0772 ;0.7499; 33.89250 ;-1.40440 ; 3.10280 ; 37.17620 ; 35.90130 ; 33.50900 ;-28.98547 ; 28.47620 ; 38.87770 ;-295.50000 ;-6.42830 ; 5.87100 ; 0.7611 ;
0.9476;0.9386;0.3251; 24.7279 ;0.3548; 20.3892 ;0.6204; 30.27820 ;-2.52470 ; 1.97440 ; 32.67900 ; 32.88720 ; 30.76740 ;-54.49296 ; 25.43870 ; 34.42310 ;-479.20000 ;-9.52720 ; 4.66670 ; 0.6049 ;
0.8955;0.8749;0.1687; 20.3784 ;0.2323; 15.9514 ;0.4406; 26.55930 ;-4.33420 ; 1.02550 ; 28.15430 ; 29.95470 ; 28.04800 ;-101.92492 ; 22.49470 ; 29.46510 ;-868.20000 ;-14.67210 ; 3.23330 ; 0.4191 ;
0.8072;0.7842;0.0769; 15.7432 ;0.1370; 9.5973 ;0.27; 22.26450 ;-7.76960 ; 0.47580 ; 22.99030 ; 26.33790 ; 24.57490 ;-226.77249 ; 18.87290 ; 21.81750 ;-1.910.20000 ;-38.87850 ; 2.00000 ; 0.2593 ;
0.9888;0.9897;0.7236; 34.5374 ;0.5283; 28.6754 ;0.8236; 38.59080 ;-1.14070 ; 4.61120 ; 45.43150 ; 36.08060 ; 34.09200 ;-25.34430 ; 28.65350 ; 45.79150 ;-193.80000 ;-3.88850 ; 6.26670 ; 0.8123 ;
0.9665;0.9635;0.4544; 27.2178 ;0.3893; 23.2122 ;0.6841; 32.41680 ;-2.67910 ; 2.47810 ; 36.25220 ; 32.96060 ; 30.87450 ;-53.16556 ; 25.51450 ; 38.01250 ;-368.60000 ;-7.75810 ; 5.12900 ; 0.6649 ;
0.8939;0.8751;0.1946; 20.8338 ;0.2178; 16.1072 ;0.4202; 26.58650 ;-6.94680 ; 0.99520 ; 28.33040 ; 29.65380 ; 26.89910 ;-132.79153 ; 22.19450 ; 29.86240 ;-878.20000 ;-14.43760 ; 3.06450 ; 0.3972 ;
